Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52857700,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681193094""","=""9781681193090""",0,4.21,Bloomsbury Publishing,ebook,835,2024,2024,,2024/08/03,to-read,to-read (#62),to-read,,,,0,0
76714487,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731040""","=""9781639731046""",0,4.27,Bloomsbury Publishing,Hardcover,663,2023,2017,,2024/08/03,to-read,to-read (#61),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,,2024/08/03,to-read,to-read (#59),to-read,,,,0,0
76715522,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731067""","=""9781639731060""",0,4.70,Bloomsbury Publishing,Hardcover,984,2023,2018,,2024/08/03,to-read,to-read (#60),to-read,,,,0,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",0,4.62,Bloomsbury Publishing,Hardcover,693,2023,2016,,2024/08/03,to-read,to-read (#58),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,Victoria Schwab,"Schwab, Victoria",,"=""0765387565""","=""9780765387561""",0,4.19,Tor Books,Kindle Edition,448,2020,2020,,2024/07/18,"to-read, physical-tbr","to-read (#50), physical-tbr (#16)",to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.39,Ecco,Hardcover,360,2022,2022,,2024/06/13,"to-read, physical-tbr","to-read (#34), physical-tbr (#15)",to-read,,,,0,0
59808071,"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,"Garber, Stephanie",,"=""1250268427""","=""9781250268426""",0,4.51,Flatiron Books,Hardcover,416,2022,2022,,2024/07/19,"to-read, physical-tbr","to-read (#51), physical-tbr (#14)",to-read,,,,0,0
41728452,The Silence of the Girls,Pat Barker,"Barker, Pat",,"=""0241983207""","=""9780241983201""",3,3.90,PENGUIN,Paperback,325,2019,2018,2024/08/01,2024/05/27,"greek-myth, physical-tbr","greek-myth (#5), physical-tbr (#3)",read,Challengers but make it Greek mythology. ,,,1,0
196787196,"Born of Blood and Ash (Flesh and Fire, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568771""","=""9781957568775""",0,4.49,Blue Box Press,Paperback,768,2024,2024,,2024/08/01,to-read,to-read (#57),to-read,,,,0,0
76706470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.46,Bloomsbury USA Childrens,Hardcover,576,2023,2014,2024/07/30,2024/06/05,,,read,4.25/5 — My brain doesn’t know what to think. I am mixed about the different POVs because even though some were boring I know they will eventually be relevant. I really only cared about Rowan and Celaena.<br/><br/>Like a lot happened but did the plot really move forward?<br/><br/>Also can we give Dorian a fucking break? Holy shit the guy just keeps taking Ls<br/><br/>I need someone to please send me a Ashryver Galathynius family tree because I am so confused who is related to who and who has what powers and who ruled what land. <br/><br/>~Aelin~ really said there will be no further explanation. There will just be Reputation.,true,,1,0
201335518,The Summer of Yes,Courtney Walsh,"Walsh, Courtney",,"=""084071369X""","=""9780840713698""",0,4.11,Thomas Nelson,Paperback,384,2024,2024,,2024/07/30,to-read,to-read (#56),to-read,,,,0,0
126062562,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619632217""","=""9781619632219""",4,4.23,Bloomsbury Children’s Books,ebook,451,2023,2014,2024/07/27,2024/07/24,,,read,4 stars — ,true,,1,0
61756726,Crown of Midnight (Throne of Glass #2),Sarah J. Maas,"Maas, Sarah J.",,"=""1639730974""","=""9781639730971""",4,4.36,Bloomsbury Publishing,Paperback,418,2023,2013,2024/07/22,2024/04/22,,,read,4.25 — WOOAAHHHHHHHHHHH <br/><br/>I missed SJM and having shit hit the absolute fan in the last 25 percent of the book.<br/><br/>A lot happened. I cried. I laughed. I scared. <br/><br/>I am really scared for what is to come considering it conjured so many emotions for me but wasn’t even the best book I have ever read. What is going to be left of me 5 books from now??? <br/><br/>I really feel like that blonde woman doing math meme rn and have a feeling I will remain that way for the foreseeable future. <br/><br/>I knew REDACTED and REDACTED were one and the same but idk why it didn’t really hit until the truth was revealed. <br/><br/>The world continues to build….until then the books will probably remain less than 5 stars but I know big things await. <br/><br/>However I’m going to dedicated the entire album of Midnights to this book to no surprise at all. <br/><br/>Honorable mentions:<br/>miss Americana and the heartbreak Prince <br/>haunted <br/>illicit affairs<br/>daylight<br/>right where you left me <br/>peace<br/><br/><br/><br/>,,,1,0
33288638,Wait for It,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",0,4.29,Amazon Digital Services LLC,Kindle Edition,418,2016,2016,,2024/07/21,to-read,to-read (#55),to-read,,,,0,0
61150440,"A Fire in the Flesh (Flesh and Fire, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568496""","=""""",5,4.10,Blue Box Press,Kindle Edition,632,2023,2023,2024/07/20,2024/07/02,,,read,4.5 — I had a serious manic episode reading this book (like less than 2 days to finish this 700 page book type manic). My eyes were moving and I was reading but I feel like I retained nothing because I was trying to read it so fast.<br/><br/>KOLIS IS A MAYOR OF PERV CITY PUT HIM ON THE LIST RN!!! hide your kids hide your wife legitimately they would be in danger.<br/><br/><br/>The end was not what I wanted and it got reallly freaky real fast. Also can they just accept compliments?? They spend a majority of the book trying to out compliment each other. <br/><br/>I felt similar about this book as I did Iron Flame as it was great but had a feeling early on that it wouldn’t be a 5 star great if that makes sense. <br/><br/>AUGUST 13. I will be out of commission emotionally and physically. The ending of this series won’t be pretty and I apologize in advance. <br/><br/>I’m calling it now that Poppy is Sotoria 100 percent. <br/><br/>Also give us more Reaver content?? He’s important in FBAA but not even talked about in this book <br/><br/>Ash and Cassian fighting for number on book bf at the moment. <br/><br/>TTPD — Fresh Out The Slammer!!! x imgonnagetyouback,true,,1,0
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,"=""125009531X""","=""9781250095312""",0,4.15,Flatiron Books,Hardcover,451,2018,2018,,2024/07/19,to-read,to-read (#54),to-read,,,,0,0
62816044,"A Curse for True Love (Once Upon a Broken Heart, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250851203""","=""9781250851208""",0,4.13,Flatiron,Hardcover,386,2023,2023,,2024/07/19,to-read,to-read (#53),to-read,,,,0,0
40381392,"Finale (Caraval, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250157668""","=""9781250157669""",0,4.17,Flatiron Books,Hardcover,478,2019,2019,,2024/07/19,to-read,to-read (#52),to-read,,,,0,0
63847274,"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568461""","=""9781957568461""",3,3.92,Blue Box Press,Kindle Edition,703,2023,2023,2024/07/17,2024/06/28,,,read,3.0 — hey guys so what the fuck was that? That ending? For the love of god enough with the random ass subplots it’s killing me. <br/><br/>He turned into what? Major ick and beyond dumb<br/><br/>This book was fine. Definitely not necessary in the slightest for the overall series but it was kinda nice to go down memory lane of the first time reading FBAA. <br/><br/>Casteel please get up your being too much of a simp. <br/><br/>How many more books in this series? Genuinely seems like no one will ever find peace. <br/><br/>TTPD — I Hate It Here/I Look in Peoples Windows ,,,1,0
58733682,"Twin Crowns (Twin Crowns, #1)",Catherine Doyle,"Doyle, Catherine",Katherine Webber,"=""0063116138""","=""9780063116139""",0,3.95,Balzer & Bray,Hardcover,480,2022,2022,,2024/07/15,to-read,to-read (#49),to-read,,,,0,0
172133046,"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""195756816X""","=""9781957568164""",5,4.51,Blue Box Press,Paperback,615,2022,2022,2024/07/13,2024/07/02,,,read,5 stars — Spectacular give me 14 of em right now. Haven’t been this obsessed with a series and/or fantasy relationship since ACOTAR. These past two books of FAF are without a doubt in my top 5 books of all time. Is the writing cringey and grammatically incorrect at times? Yes but I’m too stupid to care. I’m LOCKED ,,,1,0
202507554,"When the Moon Hatched (Moonfall, #1)",Sarah A. Parker,"Parker, Sarah A.",,"=""""","=""""",0,4.15,,Kindle Edition,718,2024,2024,,2024/07/09,to-read,to-read (#48),to-read,,,,0,0
202545643,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1335012524""","=""9781335012524""",0,4.18,Canary Street Press,Paperback,384,2024,2014,,2024/07/09,to-read,to-read (#47),to-read,,,,0,0
57815107,"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""9781952457722""",4,4.08,Blue Box Press,ebook,628,2022,2022,2024/07/08,2024/06/28,,,read,"4.25 stars — As a result of reading A Shadow in the Ember, I feel like I was the Leonardo DiCaprio pointing meme for the entirety of this book lol. <br/><br/>This book literally had minor incest, butt stuff, and a threesome or die situation yet I still gave it a solid rating despite the amount of cringing I did. The anticipation and lore was just that good. <br/><br/>If this series didn’t have its prequel series I would’ve given the book a 3 but the extra information was much appreciated and felt like I was in on a little secret the whole time. Don’t get me wrong, I am still extremely confused but I’ve learned that this is part of the JLA writing experience. <br/><br/>Also, Reaver I love you so much it hurts my soul!!!!! <br/><br/>Millicent seems like my kind of girl and would love to yap with her if given the chance. <br/><br/>Cas and Poppy are starting to give Rhys and Feyre in ACOFAS and it’s quite unfortunate. <br/><br/>BACK TO SERA AND NYKTOS YALLLLLLLLL <br/><br/><br/>TTPD — imgonnagetyouback; Who’s Afraid of Little Old Me?",true,,1,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",5,4.64,St. Martin's Press,Hardcover,471,2024,2024,2024/07/05,2024/03/06,,,read,4.5– Find me at the Vietnam Women’s Memorial first thing tomorrow morning. <br/><br/>Crying my eyes out. I truly haven’t thought of the Vietnam War since APUSH but this book really did a number on me. <br/><br/>I’m not used to reading shit this real. Kind of jarring in a good way.<br/><br/>I feel as though it would be disrespectful to equate a Taylor Swift breakup album with the women who served in Vietnam so Woman by Kesha will have to do. Lol,,,1,0
196787830,"Born of Blood and Ash (Flesh and Fire, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.49,Blue Box Press,Kindle Edition,770,2024,2024,,2024/07/04,to-read,to-read (#46),to-read,,,,0,0
39837245,The Penelopiad,Margaret Atwood,"Atwood, Margaret",,"=""1786892480""","=""9781786892485""",5,3.72,Canongate Canons,Paperback,199,2018,2005,2024/06/27,2024/06/24,"physical-tbr, greek-myth","physical-tbr (#1), greek-myth (#15)",read,4.75 — Penelope and me fr the same. Mystery is our greatest weapon. Self awareness off the charts! Play the part but always be one step ahead.<br/><br/>Really enjoyed this modern take on Penelope’s POV from the underworld. It was Penelope giving a retelling of her life (from the dead) in the context of 2024. Nothing I hadn’t heard before about Penelope but so uniquely portrayed. Made me chuckle and very clever. Margaret Atwood a living genius ,,,1,0
57446423,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457483""","=""""",5,4.47,Blue Box Press,Kindle Edition,647,2021,2021,2024/07/02,2024/05/16,,,read,"1 million stars/5 — speechless. uno mf reverse.<br/><br/>A Shadow in the Ember just blew its counterpart (FBAA) out of the damn water. <br/><br/>It was perfect. Plot was perfect. Character development was perfect. Relationship was perfect. Ending was…….you guessed it…..perfect. <br/><br/>Cas and Poppy who??<br/><br/>Could not put it down for a second. When I wasn’t actually reading it, I was counting down the minutes until i could get my paws on my kindle. It was a bees to honey type a situation.  Book was hitting so hard that I even got the physical copy from the library to switch up my modes of reading. <br/><br/>Are my feelings about this book a little overinflated because it’s 2:30 am and I just finished it?  Potentially. <br/><br/>Am I psychotic? Most definitely.<br/><br/>TTPD — The Alchemy; But Daddy I Love Him; <br/>but honestly it’s just giving folklore/evermore to its core <br/><br/>",,,1,0
13537029,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.32,HarperCollins,Kindle Edition,351,2012,2011,2024/05/27,2024/03/13,greek-myth,greek-myth (#16),read,"4.75/5 stars — Song of Achillies changed my brain chemistry. I am about to enter my Greek mythology era (aka another intense month long fixation that everyone will be subjugated to hear about).<br/><br/>The love Achillies and Patroclus had for each other was so soft and unwavering. Who knew that when the most introverted introvert meets and falls in love with the greatest extrovert known to man, that it would shape the course of an entire war? An unfortunate love story and rise and fall of two amazing characters. <br/><br/>The ending ripped my heart from my chest, threw it against a wall, apologized, then put it back gently….never to ever be the same again though. <br/><br/>“What has Hector ever done to me?” *gets to the end of the book and my knees hit the floor so hard it causes a seismic tremor* <br/><br/><br/>TTDP Association - loml; The Propechy (literally); I Can Fix Him (No Really I Can)<br/>Midnights special edition - The Great War (duh) ",true,,1,0
61962563,Atalanta,Jennifer Saint,"Saint, Jennifer",,"=""""","=""""",2,3.79,Flatiron Books,Kindle Edition,304,2023,2023,2024/06/29,2024/06/05,greek-myth,greek-myth (#8),read,2.5 — is it fair to give a greek mythology retelling a low rating even though the author didn’t come up with the actual story? <br/><br/>I found myself wanting to get through this book so I could just see how it ends and move on. It wasn’t that exciting and I was a bit conflicted with the anti-man/strong female/feminist lead/defying gender roles story line just for her to find happiness once she got married? Like girl can have it both but don’t just abruptly have her fall in love and get married and call it a happily ever after considering everything leading up to that shows the exact opposite (once being turned into lions may I mention) ?? Very conflicted with this story if y’all couldn’t tell. Missed the target big time in my opinion unfortunately.<br/><br/>It’s going to be a 2 star rating from me which is rare. <br/><br/>TTPD Association — Fresh Out The Slammer,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.01,Anchor Books,Paperback,389,2004,2003,,2024/06/28,"to-read, physical-tbr","to-read (#45), physical-tbr (#13)",to-read,,,,0,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",0,4.30,St. Martin's Press,Hardcover,464,2021,2021,,2024/06/28,"to-read, physical-tbr","to-read (#44), physical-tbr (#12)",to-read,,,,0,0
198971010,Not in Love,Ali Hazelwood,"Hazelwood, Ali",,"=""0593550420""","=""9780593550427""",3,3.70,Berkley,Paperback,384,2024,2024,2024/06/27,2024/05/29,,,read,"This book is the epitome of  “Is somebody gonna match my freak?” <br/><br/>3.25 — The physical book itself is gorgeous, shiny, and so floppy it’s every book readers dream. The story itself is quirky *and equally freaky* and very 2011-2015 coded if that makes sense? Ali Hazelwood writes in a really cringe but addicting way that I can’t seem to get enough of. <br/><br/><br/>TTPD - Guilty As Sin? <br/><br/>brat Association — Girl, so confusing (before they worked it out on the remix unfortunately); Talk talk",,,1,0
198605671,Herc,Phoenicia Rogerson,"Rogerson, Phoenicia",,"=""1335008519""","=""9781335008510""",0,3.54,Hanover Square Press,Paperback,384,2023,2023,,2024/06/26,"to-read, greek-myth, physical-tbr","to-read (#43), greek-myth (#14), physical-tbr (#11)",to-read,,,,0,0
56653002,"Twisted Games (Twisted, #2)",Ana Huang,"Huang, Ana",,"=""""","=""""",3,4.11,,Kindle Edition,456,2021,2021,2024/05/24,2024/04/10,,,read,"Ana Huang I see what you are doing with these books but miss girl, it’s just not entirely for me. <br/><br/>THESE MEN ARE <br/>MENTALLY ILL, <br/>BORDERLINE SHOULD BE CAGED, <br/>CAPITAL F, <br/><br/>FREAKS. <br/><br/>I’m giving this a 3.25-3.5 (as opposed to the 2.5-2.75 I gave for Twisted Love — Alex is scary) only because the plot line was most believable/enjoyable and I do love me any man named Rhys.  I also am a sucker for a chosen family and off-brand fairytale ending trope. <br/><br/>Unfortunately, I do not think I will be finishing the series any time soon. If you see me reading the 3rd book please call the authorities. <br/><br/>TTPD Association - Guilty As Sin<br/>(Bonus Reputation Association — Dress ~our secret moments…in a crowded room~)",,,1,0
62057697,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,"=""1728274869""","=""9781728274867""",2,3.73,Bloom Books,Paperback,341,2022,2021,2024/04/10,2024/03/28,,,read,The ending actually made me laugh like why did we have to make the man sing?? Come on now.<br/><br/>Thoughts:<br/><br/>I think that Alex was just a bit too possessive. <br/><br/>The build up to their relationship had so much potential.<br/><br/>I don’t like how things ended with Josh and Alex. I’m really not here for people throwing away their family relationships for love but hopefully Josh comes around. He kinda got the most fucked out of all the characters and no one really cared. <br/><br/>The thriller aspects/plot twists really saved this book from being rated two stars. (I think a fair rating for this book would be like 2.75) ,true,,1,0
55924835,"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",4,4.17,Blue Box Press,Kindle Edition,659,2021,2021,2024/06/25,2024/06/11,,,read,"3.75/4 stars — The book started out discombobulated and confusing. However, the ending truly boosted this from 3 territory to a solid 4. So many unexpected plot twists that it would be unreasonable to give this book a 3 even though I wanted to a majority of the time. I even had thought…how is this series 6+ books but JLA has (once again) mastered the art of cliff hanging. Im going to start her other series that you are supposed to read in tandem with FBAA. Didn’t think I would continue after this book but I’m kinda sucked in now. (Note to author: I think the same plot could be achieved in less than 600 pages but appreciate the details ♥️)<br/><br/>TTPD — Who’s Afraid of Little Old Me?; imgonnagetyouback (literallllly); The Alchemy",,,1,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.63,St. Martin's Press,Hardcover,564,2015,2015,,2024/03/18,"to-read, physical-tbr","to-read (#17), physical-tbr (#10)",to-read,,,,0,0
60718856,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1529380944""","=""9781529380941""",0,4.06,Hodder Paperbacks,Paperback,416,2022,2021,,2024/03/01,"to-read, physical-tbr","to-read (#7), physical-tbr (#9)",to-read,,,,0,0
33876059,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1473629160""","=""9781473629165""",0,3.98,Hodder & Stoughton,Paperback,405,2017,2016,,2024/06/19,"to-read, physical-tbr","to-read (#38), physical-tbr (#8)",to-read,,,,0,0
189635799,Stone Blind,Natalie Haynes,"Haynes, Natalie",,"=""""","=""""",0,3.83,Picador,Paperback,384,2023,2022,,2024/06/24,"to-read, greek-myth, physical-tbr","to-read (#40), greek-myth (#11), physical-tbr (#7)",to-read,,,,0,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",0,4.14,Berkley Books,Paperback,383,2021,2021,,2024/06/24,"to-read, physical-tbr","to-read (#42), physical-tbr (#6)",to-read,,,,0,0
61964754,Heart Bones,Colleen Hoover,"Hoover, Colleen",,"=""1668021919""","=""9781668021910""",0,4.23,Atria Books,Paperback,368,2023,2020,,2024/03/26,"to-read, physical-tbr","to-read (#19), physical-tbr (#5)",to-read,,,,0,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2024/06/10,"to-read, greek-myth, physical-tbr","to-read (#33), greek-myth (#10), physical-tbr (#4)",to-read,,,,0,0
199354433,Divine Might: Goddesses in Greek Myth,Natalie Haynes,"Haynes, Natalie",,"=""1529089492""","=""9781529089493""",0,4.05,‎Pan Macmillan,Paperback,291,2023,2023,,2024/06/24,"to-read, greek-myth, physical-tbr","to-read (#41), greek-myth (#12), physical-tbr (#2)",to-read,,,,0,0
61052989,Elektra,Jennifer Saint,"Saint, Jennifer",,"=""1250773628""","=""9781250773623""",0,3.69,Flatiron Books,Paperback,320,2023,2022,,2024/06/05,"to-read, greek-myth","to-read (#32), greek-myth (#7)",to-read,,,,0,0
58750487,A Touch of Darkness (Hades & Persephone #1),Scarlett St.  Clair,"Clair, Scarlett St.",,"=""1728258456""","=""9781728258454""",0,3.82,Bloom Books,Paperback,379,2021,2019,,2024/06/19,to-read,to-read (#39),to-read,,,,0,0
61240283,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,"=""""","=""""",3,4.09,Harper,Kindle Edition,366,2021,,2024/06/18,2024/05/27,greek-myth,greek-myth (#2),read,3.5-3.75 (rounded down though for now) — Men starting a war and getting to experience the luxury of death while women get to stay alive to suffer the horrible consequences of their dumb ass fuck actions ,,,1,0
31371250,My Lovely Wife in the Psych Ward,Mark Lukach,"Lukach, Mark",,"=""0062422936""","=""9780062422934""",0,4.09,Harper Wave,ebook,320,2017,2017,,2024/06/17,to-read,to-read (#37),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.18,Celadon Books,Hardcover,336,2019,2019,,2024/06/16,to-read,to-read (#36),to-read,,,,0,0
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",0,4.90,Scholastic Press,Hardcover,400,2025,2025,,2024/06/14,to-read,to-read (#35),to-read,,,,0,0
49826643,"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",4,4.04,,Kindle Edition,520,2020,2020,2024/06/12,2024/06/09,,,read,4 stars - Read this book of Kayla’s choosing and it did not disappoint! It was outside of my comfort zone fantasy wise and actually helped me learn more about my little dark fantasy reader friend Kayla,,,1,0
59428386,November 9,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",3,4.13,Atria Books,Paperback,320,2021,2015,,2024/02/27,,,read,Started to get real insane towards the end so stick with it.,,,1,0
